tac_doc_id,tac_sentence_id,sentence,indexed_tokens,subj_start,subj_end,obj_start,obj_end,assessment,alt_subj_start,alt_subj_end,alt_obj_start,alt_obj_end
LTW_ENG_20071101.0142.LDC2009T13,61b3a0af8f18c3905117,"For 27 years, she headed the Institute for Defense and Disarmament Studies, a think tank she founded 27 years ago in Brookline, Mass. .","[(0, 'For'), (1, '27'), (2, 'years'), (3, ','), (4, 'she'), (5, 'headed'), (6, 'the'), (7, 'Institute'), (8, 'for'), (9, 'Defense'), (10, 'and'), (11, 'Disarmament'), (12, 'Studies'), (13, ','), (14, 'a'), (15, 'think'), (16, 'tank'), (17, 'she'), (18, 'founded'), (19, '27'), (20, 'years'), (21, 'ago'), (22, 'in'), (23, 'Brookline'), (24, ','), (25, 'Mass.'), (26, '.')]",17,17,23,23,,,,,
LTW_ENG_20071202.0052.LDC2009T13,61b3a0af8ffd93aca371,"The same month Herrera received the Medal of Honor, the governor of Arizona declared Aug 14 ""Herrera Day ,"" and Herrera was welcomed home to Phoenix with a hero's parade.","[(0, 'The'), (1, 'same'), (2, 'month'), (3, 'Herrera'), (4, 'received'), (5, 'the'), (6, 'Medal'), (7, 'of'), (8, 'Honor'), (9, ','), (10, 'the'), (11, 'governor'), (12, 'of'), (13, 'Arizona'), (14, 'declared'), (15, 'Aug'), (16, '14'), (17, '``'), (18, 'Herrera'), (19, 'Day'), (20, ','), (21, ""''""), (22, 'and'), (23, 'Herrera'), (24, 'was'), (25, 'welcomed'), (26, 'home'), (27, 'to'), (28, 'Phoenix'), (29, 'with'), (30, 'a'), (31, 'hero'), (32, ""'s""), (33, 'parade'), (34, '.')]",3,3,28,28,,,,,
APW_ENG_20080404.0656.LDC2009T13,61b3a0af8fdb24cfeb65,Remy Ma plans wedding in New York City jail to fellow rapper as she awaits sentencing,"[(0, 'Remy'), (1, 'Ma'), (2, 'plans'), (3, 'wedding'), (4, 'in'), (5, 'New'), (6, 'York'), (7, 'City'), (8, 'jail'), (9, 'to'), (10, 'fellow'), (11, 'rapper'), (12, 'as'), (13, 'she'), (14, 'awaits'), (15, 'sentencing')]",0,1,5,7,,,,,
NYT_ENG_20080115.0275.LDC2009T13,61b3a0af8fffb37adebe,"The family of John A. Catsimatidis, who is eying a run as a Republican candidate for mayor of New York City, contributed to both Democrats as well, as did Cyrus Vance Jr., a Manhattan lawyer who has expressed interest in someday succeeding the Manhattan district attorney, Robert M. Morgenthau.","[(0, 'The'), (1, 'family'), (2, 'of'), (3, 'John'), (4, 'A.'), (5, 'Catsimatidis'), (6, ','), (7, 'who'), (8, 'is'), (9, 'eying'), (10, 'a'), (11, 'run'), (12, 'as'), (13, 'a'), (14, 'Republican'), (15, 'candidate'), (16, 'for'), (17, 'mayor'), (18, 'of'), (19, 'New'), (20, 'York'), (21, 'City'), (22, ','), (23, 'contributed'), (24, 'to'), (25, 'both'), (26, 'Democrats'), (27, 'as'), (28, 'well'), (29, ','), (30, 'as'), (31, 'did'), (32, 'Cyrus'), (33, 'Vance'), (34, 'Jr.'), (35, ','), (36, 'a'), (37, 'Manhattan'), (38, 'lawyer'), (39, 'who'), (40, 'has'), (41, 'expressed'), (42, 'interest'), (43, 'in'), (44, 'someday'), (45, 'succeeding'), (46, 'the'), (47, 'Manhattan'), (48, 'district'), (49, 'attorney'), (50, ','), (51, 'Robert'), (52, 'M.'), (53, 'Morgenthau'), (54, '.')]",51,53,47,47,,,,,
eng-WL-107-174567-12931742,61b3a0af8fbf92b892bd,"(side bar, that's supposed to be a compliment) Both Casey and Jamie Lynn have now moved out of their place in Liberty, Missouri.","[(0, '-LRB-'), (1, 'side'), (2, 'bar'), (3, ','), (4, 'that'), (5, ""'s""), (6, 'supposed'), (7, 'to'), (8, 'be'), (9, 'a'), (10, 'compliment'), (11, '-RRB-'), (12, 'Both'), (13, 'Casey'), (14, 'and'), (15, 'Jamie'), (16, 'Lynn'), (17, 'have'), (18, 'now'), (19, 'moved'), (20, 'out'), (21, 'of'), (22, 'their'), (23, 'place'), (24, 'in'), (25, 'Liberty'), (26, ','), (27, 'Missouri'), (28, '.')]",15,16,25,25,,,,,
eng-NG-31-126958-9171868,61b3a0af8f207b73ac76,"After his retirement from full-time teaching, he taught physics in New Iberia, La., and was employed for several years by South Central Bell.","[(0, 'After'), (1, 'his'), (2, 'retirement'), (3, 'from'), (4, 'full-time'), (5, 'teaching'), (6, ','), (7, 'he'), (8, 'taught'), (9, 'physics'), (10, 'in'), (11, 'New'), (12, 'Iberia'), (13, ','), (14, 'La.'), (15, ','), (16, 'and'), (17, 'was'), (18, 'employed'), (19, 'for'), (20, 'several'), (21, 'years'), (22, 'by'), (23, 'South'), (24, 'Central'), (25, 'Bell'), (26, '.')]",1,1,11,12,,,,,
AFP_ENG_20080707.0268.LDC2009T13,61b3a0af8fba4d162cdd,"The Montreux music festival, which started on July 4 and which swings on until July 19, would also feature performances from acts as diverse as English indie rock bank Babyshambles to singer Paul Simon and jazz pianist Herbie Hancock.","[(0, 'The'), (1, 'Montreux'), (2, 'music'), (3, 'festival'), (4, ','), (5, 'which'), (6, 'started'), (7, 'on'), (8, 'July'), (9, '4'), (10, 'and'), (11, 'which'), (12, 'swings'), (13, 'on'), (14, 'until'), (15, 'July'), (16, '19'), (17, ','), (18, 'would'), (19, 'also'), (20, 'feature'), (21, 'performances'), (22, 'from'), (23, 'acts'), (24, 'as'), (25, 'diverse'), (26, 'as'), (27, 'English'), (28, 'indie'), (29, 'rock'), (30, 'bank'), (31, 'Babyshambles'), (32, 'to'), (33, 'singer'), (34, 'Paul'), (35, 'Simon'), (36, 'and'), (37, 'jazz'), (38, 'pianist'), (39, 'Herbie'), (40, 'Hancock'), (41, '.')]",31,31,1,1,,,,,
NYT_ENG_20070107.0206.LDC2009T13,61b3a0af8f3deb539c86,"The Rev. George Young, pastor of Holy Temple Baptist Church in Oklahoma City, has taught dozens of secular marriage skills courses to low-income men and women and was an adviser to the governor's office.","[(0, 'The'), (1, 'Rev.'), (2, 'George'), (3, 'Young'), (4, ','), (5, 'pastor'), (6, 'of'), (7, 'Holy'), (8, 'Temple'), (9, 'Baptist'), (10, 'Church'), (11, 'in'), (12, 'Oklahoma'), (13, 'City'), (14, ','), (15, 'has'), (16, 'taught'), (17, 'dozens'), (18, 'of'), (19, 'secular'), (20, 'marriage'), (21, 'skills'), (22, 'courses'), (23, 'to'), (24, 'low-income'), (25, 'men'), (26, 'and'), (27, 'women'), (28, 'and'), (29, 'was'), (30, 'an'), (31, 'adviser'), (32, 'to'), (33, 'the'), (34, 'governor'), (35, ""'s""), (36, 'office'), (37, '.')]",2,3,12,13,,,,,
NYT_ENG_20070328.0244.LDC2009T13,61b3a0af8f08e160ff7d,"Beleaguered Attorney General Alberto Gonzales on Wednesday acknowledged to a hometown gathering the problems he is facing amid the dismissal of eight US attorneys, telling the Houston Hispanic Chamber of Commerce he's ""traveling another bumpy road.""","[(0, 'Beleaguered'), (1, 'Attorney'), (2, 'General'), (3, 'Alberto'), (4, 'Gonzales'), (5, 'on'), (6, 'Wednesday'), (7, 'acknowledged'), (8, 'to'), (9, 'a'), (10, 'hometown'), (11, 'gathering'), (12, 'the'), (13, 'problems'), (14, 'he'), (15, 'is'), (16, 'facing'), (17, 'amid'), (18, 'the'), (19, 'dismissal'), (20, 'of'), (21, 'eight'), (22, 'US'), (23, 'attorneys'), (24, ','), (25, 'telling'), (26, 'the'), (27, 'Houston'), (28, 'Hispanic'), (29, 'Chamber'), (30, 'of'), (31, 'Commerce'), (32, 'he'), (33, ""'s""), (34, '``'), (35, 'traveling'), (36, 'another'), (37, 'bumpy'), (38, 'road'), (39, '.'), (40, ""''"")]",3,4,27,27,,,,,
XIN_ENG_20071211.0111.LDC2009T13,61b3a0af8fc7d0fdf9d2,"Senior Superintendent Manuel Barcena, police chief of southern city of Zamboanga, said Adel Kamala, alias Abu Moadz and Boy Sniper, was arrested in the city on Monday afternoon.","[(0, 'Senior'), (1, 'Superintendent'), (2, 'Manuel'), (3, 'Barcena'), (4, ','), (5, 'police'), (6, 'chief'), (7, 'of'), (8, 'southern'), (9, 'city'), (10, 'of'), (11, 'Zamboanga'), (12, ','), (13, 'said'), (14, 'Adel'), (15, 'Kamala'), (16, ','), (17, 'alias'), (18, 'Abu'), (19, 'Moadz'), (20, 'and'), (21, 'Boy'), (22, 'Sniper'), (23, ','), (24, 'was'), (25, 'arrested'), (26, 'in'), (27, 'the'), (28, 'city'), (29, 'on'), (30, 'Monday'), (31, 'afternoon'), (32, '.')]",2,3,11,11,,,,,
NYT_ENG_20071030.0031.LDC2009T13,61b3a0af8fc311131202,"He was 79 and also had a home in East Berlin, Conn. .","[(0, 'He'), (1, 'was'), (2, '79'), (3, 'and'), (4, 'also'), (5, 'had'), (6, 'a'), (7, 'home'), (8, 'in'), (9, 'East'), (10, 'Berlin'), (11, ','), (12, 'Conn.'), (13, '.')]",0,0,9,10,,,,,
NYT_ENG_20080115.0275.LDC2009T13,61b3a0af8fc8dab43a57,"The family of John A. Catsimatidis, who is eying a run as a Republican candidate for mayor of New York City, contributed to both Democrats as well, as did Cyrus Vance Jr., a Manhattan lawyer who has expressed interest in someday succeeding the Manhattan district attorney, Robert M. Morgenthau.","[(0, 'The'), (1, 'family'), (2, 'of'), (3, 'John'), (4, 'A.'), (5, 'Catsimatidis'), (6, ','), (7, 'who'), (8, 'is'), (9, 'eying'), (10, 'a'), (11, 'run'), (12, 'as'), (13, 'a'), (14, 'Republican'), (15, 'candidate'), (16, 'for'), (17, 'mayor'), (18, 'of'), (19, 'New'), (20, 'York'), (21, 'City'), (22, ','), (23, 'contributed'), (24, 'to'), (25, 'both'), (26, 'Democrats'), (27, 'as'), (28, 'well'), (29, ','), (30, 'as'), (31, 'did'), (32, 'Cyrus'), (33, 'Vance'), (34, 'Jr.'), (35, ','), (36, 'a'), (37, 'Manhattan'), (38, 'lawyer'), (39, 'who'), (40, 'has'), (41, 'expressed'), (42, 'interest'), (43, 'in'), (44, 'someday'), (45, 'succeeding'), (46, 'the'), (47, 'Manhattan'), (48, 'district'), (49, 'attorney'), (50, ','), (51, 'Robert'), (52, 'M.'), (53, 'Morgenthau'), (54, '.')]",51,53,37,37,,,,,
NYT_ENG_20070517.0166.LDC2009T13,61b3a0af8f53123c2622,"LOS ANGELES - If you follow the thinking that Yolanda King moved to Los Angeles more than a decade ago to gain distance from her family's long shadow, then, by one measure, you could say she achieved it.","[(0, 'LOS'), (1, 'ANGELES'), (2, '--'), (3, 'If'), (4, 'you'), (5, 'follow'), (6, 'the'), (7, 'thinking'), (8, 'that'), (9, 'Yolanda'), (10, 'King'), (11, 'moved'), (12, 'to'), (13, 'Los'), (14, 'Angeles'), (15, 'more'), (16, 'than'), (17, 'a'), (18, 'decade'), (19, 'ago'), (20, 'to'), (21, 'gain'), (22, 'distance'), (23, 'from'), (24, 'her'), (25, 'family'), (26, ""'s""), (27, 'long'), (28, 'shadow'), (29, ','), (30, 'then'), (31, ','), (32, 'by'), (33, 'one'), (34, 'measure'), (35, ','), (36, 'you'), (37, 'could'), (38, 'say'), (39, 'she'), (40, 'achieved'), (41, 'it'), (42, '.')]",9,10,0,1,,,,,
eng-WL-11-174572-12947351,61b3a0af8f17be56568e,"A move to New York City quickly turned the budding fashion designer into the star of her own show, ` The City ,' where viewers watched Whitney move up the ranks to work alongside fashion greats like Diane von Furstenberg and Kelly Cutrone.","[(0, 'A'), (1, 'move'), (2, 'to'), (3, 'New'), (4, 'York'), (5, 'City'), (6, 'quickly'), (7, 'turned'), (8, 'the'), (9, 'budding'), (10, 'fashion'), (11, 'designer'), (12, 'into'), (13, 'the'), (14, 'star'), (15, 'of'), (16, 'her'), (17, 'own'), (18, 'show'), (19, ','), (20, '`'), (21, 'The'), (22, 'City'), (23, ','), (24, ""'""), (25, 'where'), (26, 'viewers'), (27, 'watched'), (28, 'Whitney'), (29, 'move'), (30, 'up'), (31, 'the'), (32, 'ranks'), (33, 'to'), (34, 'work'), (35, 'alongside'), (36, 'fashion'), (37, 'greats'), (38, 'like'), (39, 'Diane'), (40, 'von'), (41, 'Furstenberg'), (42, 'and'), (43, 'Kelly'), (44, 'Cutrone'), (45, '.')]",43,44,3,5,,,,,
LTW_ENG_20080402.0021.LDC2009T13,61b3a0af8f6189d6c528,"Mrs. Gude (pronounced GOO-dee) was born in Baltimore and grew up in Rockville, Md., where she met her husband-to-be in first grade.","[(0, 'Mrs.'), (1, 'Gude'), (2, '-LRB-'), (3, 'pronounced'), (4, 'GOO-dee'), (5, '-RRB-'), (6, 'was'), (7, 'born'), (8, 'in'), (9, 'Baltimore'), (10, 'and'), (11, 'grew'), (12, 'up'), (13, 'in'), (14, 'Rockville'), (15, ','), (16, 'Md.'), (17, ','), (18, 'where'), (19, 'she'), (20, 'met'), (21, 'her'), (22, 'husband-to-be'), (23, 'in'), (24, 'first'), (25, 'grade'), (26, '.')]",19,19,14,14,,,,,
NYT_ENG_20070420.0018.LDC2009T13,61b3a0af8f58df5b6c6b,He won election to the U.S. House of Representatives in 1952 from what was then the 2nd Congressional District on the North Shore of Long Island.,"[(0, 'He'), (1, 'won'), (2, 'election'), (3, 'to'), (4, 'the'), (5, 'U.S.'), (6, 'House'), (7, 'of'), (8, 'Representatives'), (9, 'in'), (10, '1952'), (11, 'from'), (12, 'what'), (13, 'was'), (14, 'then'), (15, 'the'), (16, '2nd'), (17, 'Congressional'), (18, 'District'), (19, 'on'), (20, 'the'), (21, 'North'), (22, 'Shore'), (23, 'of'), (24, 'Long'), (25, 'Island'), (26, '.')]",0,0,21,25,,,,,
NYT_ENG_20071002.0030.LDC2009T13,61b3a0af8f484ec7f97a,"Harry Shuler Dent, grew up in St Matthews, SC, and graduated cum laude from Presbyterian College in Clinton, SC, in 1951.","[(0, 'Harry'), (1, 'Shuler'), (2, 'Dent'), (3, ','), (4, 'grew'), (5, 'up'), (6, 'in'), (7, 'St'), (8, 'Matthews'), (9, ','), (10, 'SC'), (11, ','), (12, 'and'), (13, 'graduated'), (14, 'cum'), (15, 'laude'), (16, 'from'), (17, 'Presbyterian'), (18, 'College'), (19, 'in'), (20, 'Clinton'), (21, ','), (22, 'SC'), (23, ','), (24, 'in'), (25, '1951'), (26, '.')]",0,2,7,8,,,,,
eng-NG-31-126958-9171868,61b3a0af8fd76dda5211,"Survivors include four sons, the Rev. Jefferson DeBlanc Jr. of Church Point, Louisiana, Richard DeBlanc of Coteau Holmes, Louisiana, Frank DeBlanc of St. Martinville and Michael DeBlanc of Parks, Louisiana; a daughter, Barbara DeBlanc Romero of St. Martinville; seven grandchildren; and four great-grandchildren.","[(0, 'Survivors'), (1, 'include'), (2, 'four'), (3, 'sons'), (4, ','), (5, 'the'), (6, 'Rev.'), (7, 'Jefferson'), (8, 'DeBlanc'), (9, 'Jr.'), (10, 'of'), (11, 'Church'), (12, 'Point'), (13, ','), (14, 'Louisiana'), (15, ','), (16, 'Richard'), (17, 'DeBlanc'), (18, 'of'), (19, 'Coteau'), (20, 'Holmes'), (21, ','), (22, 'Louisiana'), (23, ','), (24, 'Frank'), (25, 'DeBlanc'), (26, 'of'), (27, 'St.'), (28, 'Martinville'), (29, 'and'), (30, 'Michael'), (31, 'DeBlanc'), (32, 'of'), (33, 'Parks'), (34, ','), (35, 'Louisiana'), (36, ';'), (37, 'a'), (38, 'daughter'), (39, ','), (40, 'Barbara'), (41, 'DeBlanc'), (42, 'Romero'), (43, 'of'), (44, 'St.'), (45, 'Martinville'), (46, ';'), (47, 'seven'), (48, 'grandchildren'), (49, ';'), (50, 'and'), (51, 'four'), (52, 'great-grandchildren'), (53, '.')]",24,25,27,28,,,,,
eng-WL-11-174587-12961999,61b3a0af8f757912e3e7,"Just days before the episode of ""The Hills"" aired with Stephanie Pratt confronting Holly Montag about her drinking; Pratt herself was pulled over and arrested on suspicion of drunk driving in Hollywood.","[(0, 'Just'), (1, 'days'), (2, 'before'), (3, 'the'), (4, 'episode'), (5, 'of'), (6, '``'), (7, 'The'), (8, 'Hills'), (9, ""''""), (10, 'aired'), (11, 'with'), (12, 'Stephanie'), (13, 'Pratt'), (14, 'confronting'), (15, 'Holly'), (16, 'Montag'), (17, 'about'), (18, 'her'), (19, 'drinking'), (20, ';'), (21, 'Pratt'), (22, 'herself'), (23, 'was'), (24, 'pulled'), (25, 'over'), (26, 'and'), (27, 'arrested'), (28, 'on'), (29, 'suspicion'), (30, 'of'), (31, 'drunk'), (32, 'driving'), (33, 'in'), (34, 'Hollywood'), (35, '.')]",18,18,34,34,,,,,
NYT_ENG_20070516.0032.LDC2009T13,61b3a0af8f34d0a02fce,"King was born in 1955 in Montgomery, Ala, and was an infant when her home was bombed during the turbulent civil rights era.","[(0, 'King'), (1, 'was'), (2, 'born'), (3, 'in'), (4, '1955'), (5, 'in'), (6, 'Montgomery'), (7, ','), (8, 'Ala'), (9, ','), (10, 'and'), (11, 'was'), (12, 'an'), (13, 'infant'), (14, 'when'), (15, 'her'), (16, 'home'), (17, 'was'), (18, 'bombed'), (19, 'during'), (20, 'the'), (21, 'turbulent'), (22, 'civil'), (23, 'rights'), (24, 'era'), (25, '.')]",0,0,6,6,,,,,
NYT_ENG_20071017.0031.LDC2009T13,61b3a0af8f77883a89a0,He was convicted of robbing a bar in St. Paul and sent to prison at 19.,"[(0, 'He'), (1, 'was'), (2, 'convicted'), (3, 'of'), (4, 'robbing'), (5, 'a'), (6, 'bar'), (7, 'in'), (8, 'St.'), (9, 'Paul'), (10, 'and'), (11, 'sent'), (12, 'to'), (13, 'prison'), (14, 'at'), (15, '19'), (16, '.')]",0,0,8,9,,,,,
WPB_ENG_20100719.0062,61b3a0af8f131c90de3a,"Bloch hasn't responded to a July 14 letter, said Hewitt, whose firm is based in Virginia Beach, Va. .","[(0, 'Bloch'), (1, 'has'), (2, ""n't""), (3, 'responded'), (4, 'to'), (5, 'a'), (6, 'July'), (7, '14'), (8, 'letter'), (9, ','), (10, 'said'), (11, 'Hewitt'), (12, ','), (13, 'whose'), (14, 'firm'), (15, 'is'), (16, 'based'), (17, 'in'), (18, 'Virginia'), (19, 'Beach'), (20, ','), (21, 'Va.'), (22, '.')]",11,11,18,19,,,,,
LTW_ENG_20070423.0051.LDC2009T13,61b3a0af8fc3482b7655,"Millender-McDonald, whose heavily Democratic 37th Congressional District includes Long Beach, the industrial suburbs of Carson and Compton and parts of South Central Los Angeles, was a former teacher in the Los Angeles public schools.","[(0, 'Millender-McDonald'), (1, ','), (2, 'whose'), (3, 'heavily'), (4, 'Democratic'), (5, '37th'), (6, 'Congressional'), (7, 'District'), (8, 'includes'), (9, 'Long'), (10, 'Beach'), (11, ','), (12, 'the'), (13, 'industrial'), (14, 'suburbs'), (15, 'of'), (16, 'Carson'), (17, 'and'), (18, 'Compton'), (19, 'and'), (20, 'parts'), (21, 'of'), (22, 'South'), (23, 'Central'), (24, 'Los'), (25, 'Angeles'), (26, ','), (27, 'was'), (28, 'a'), (29, 'former'), (30, 'teacher'), (31, 'in'), (32, 'the'), (33, 'Los'), (34, 'Angeles'), (35, 'public'), (36, 'schools'), (37, '.')]",0,0,16,16,,,,,
NYT_ENG_20070520.0200.LDC2009T13,61b3a0af8f9dfda4aaa1,"He sat down as honorary degrees were conferred on Robert M. Morgenthau, the 87 - year-old Manhattan district attorney, and David A. Pope, who runs the Generoso Pope Foundation, named for his great - grandfather.","[(0, 'He'), (1, 'sat'), (2, 'down'), (3, 'as'), (4, 'honorary'), (5, 'degrees'), (6, 'were'), (7, 'conferred'), (8, 'on'), (9, 'Robert'), (10, 'M.'), (11, 'Morgenthau'), (12, ','), (13, 'the'), (14, '87'), (15, '-'), (16, 'year-old'), (17, 'Manhattan'), (18, 'district'), (19, 'attorney'), (20, ','), (21, 'and'), (22, 'David'), (23, 'A.'), (24, 'Pope'), (25, ','), (26, 'who'), (27, 'runs'), (28, 'the'), (29, 'Generoso'), (30, 'Pope'), (31, 'Foundation'), (32, ','), (33, 'named'), (34, 'for'), (35, 'his'), (36, 'great'), (37, '-'), (38, 'grandfather'), (39, '.')]",9,11,17,17,,,,,
NYT_ENG_20071020.0001.LDC2009T13,61b3a0af8f70c6a629a3,"Catherine Gertrude Roraback was born in Brooklyn on Sept. 17 , 1920, one of three children of Albert and Gertrude Dittmars Roraback.","[(0, 'Catherine'), (1, 'Gertrude'), (2, 'Roraback'), (3, 'was'), (4, 'born'), (5, 'in'), (6, 'Brooklyn'), (7, 'on'), (8, 'Sept.'), (9, '17'), (10, ','), (11, '1920'), (12, ','), (13, 'one'), (14, 'of'), (15, 'three'), (16, 'children'), (17, 'of'), (18, 'Albert'), (19, 'and'), (20, 'Gertrude'), (21, 'Dittmars'), (22, 'Roraback'), (23, '.')]",20,22,6,6,,,,,
LTW_ENG_20070814.0081.LDC2009T13,61b3a0af8fce027907bf,"She moved from Long Island, N.Y., to Gloucester about five years ago.","[(0, 'She'), (1, 'moved'), (2, 'from'), (3, 'Long'), (4, 'Island'), (5, ','), (6, 'N.Y.'), (7, ','), (8, 'to'), (9, 'Gloucester'), (10, 'about'), (11, 'five'), (12, 'years'), (13, 'ago'), (14, '.')]",0,0,3,4,,,,,
NYT_ENG_20071006.0130.LDC2009T13,61b3a0af8f36c121c746,"Henebry, who lived in Winnetka, Ill, was 89.","[(0, 'Henebry'), (1, ','), (2, 'who'), (3, 'lived'), (4, 'in'), (5, 'Winnetka'), (6, ','), (7, 'Ill'), (8, ','), (9, 'was'), (10, '89'), (11, '.')]",0,0,5,5,,,,,
APW_ENG_20071006.0674.LDC2009T13,61b3a0af8fe68cae4b33,"Davis , 57, died at her home in Gloucester, Virginia.","[(0, 'Davis'), (1, ','), (2, '57'), (3, ','), (4, 'died'), (5, 'at'), (6, 'her'), (7, 'home'), (8, 'in'), (9, 'Gloucester'), (10, ','), (11, 'Virginia'), (12, '.')]",0,0,9,9,,,,,
APW_ENG_20070422.0984.LDC2009T13,61b3a0af8f85f9423522,"Millender-McDonald, who was 68, died Sunday at her home in Carson, California, said her chief of staff, Bandele McQueen.","[(0, 'Millender-McDonald'), (1, ','), (2, 'who'), (3, 'was'), (4, '68'), (5, ','), (6, 'died'), (7, 'Sunday'), (8, 'at'), (9, 'her'), (10, 'home'), (11, 'in'), (12, 'Carson'), (13, ','), (14, 'California'), (15, ','), (16, 'said'), (17, 'her'), (18, 'chief'), (19, 'of'), (20, 'staff'), (21, ','), (22, 'Bandele'), (23, 'McQueen'), (24, '.')]",0,0,12,12,,,,,
APW_ENG_20070529.0687.LDC2009T13,61b3a0af8f53288dca54,"Before his election to congress, Mitchell, a Democrat, served in the administrations of Baltimore Mayors Theodore R. McKeldin and Thomas J. D'Alesandro III, and Gov. J. Millard Tawes, The (Baltimore) Sun reported.","[(0, 'Before'), (1, 'his'), (2, 'election'), (3, 'to'), (4, 'congress'), (5, ','), (6, 'Mitchell'), (7, ','), (8, 'a'), (9, 'Democrat'), (10, ','), (11, 'served'), (12, 'in'), (13, 'the'), (14, 'administrations'), (15, 'of'), (16, 'Baltimore'), (17, 'Mayors'), (18, 'Theodore'), (19, 'R.'), (20, 'McKeldin'), (21, 'and'), (22, 'Thomas'), (23, 'J.'), (24, ""D'Alesandro""), (25, 'III'), (26, ','), (27, 'and'), (28, 'Gov.'), (29, 'J.'), (30, 'Millard'), (31, 'Tawes'), (32, ','), (33, 'The'), (34, '-LRB-'), (35, 'Baltimore'), (36, '-RRB-'), (37, 'Sun'), (38, 'reported'), (39, '.')]",1,1,35,35,,,,,
NYT_ENG_20070712.0141.LDC2009T13,61b3a0af8ff41f694edf,"Our little group also included Tampa's Dan Ferrara , 60, who once qualified online to audition in New York for Who Wants to Be a Millionaire.","[(0, 'Our'), (1, 'little'), (2, 'group'), (3, 'also'), (4, 'included'), (5, 'Tampa'), (6, ""'s""), (7, 'Dan'), (8, 'Ferrara'), (9, ','), (10, '60'), (11, ','), (12, 'who'), (13, 'once'), (14, 'qualified'), (15, 'online'), (16, 'to'), (17, 'audition'), (18, 'in'), (19, 'New'), (20, 'York'), (21, 'for'), (22, 'Who'), (23, 'Wants'), (24, 'to'), (25, 'Be'), (26, 'a'), (27, 'Millionaire'), (28, '.')]",7,8,5,5,,,,,
NYT_ENG_20070420.0018.LDC2009T13,61b3a0af8fc2d41a10a8,"His family settled in Mineola, N.Y. .","[(0, 'His'), (1, 'family'), (2, 'settled'), (3, 'in'), (4, 'Mineola'), (5, ','), (6, 'N.Y.'), (7, '.')]",0,0,4,4,,,,,
